 written on 28Mar2023 at 16:00:44 
           2
         331
    2    1    1    2    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1
    2
    6    8    0    1    2    0.000031   -0.000000
    6    8    0    2    2    0.000022    0.000000
    6    9    0    1    1    0.000056   -0.000000
    6    9    0    2    1   -0.000026    0.000000
    6    9    0    1    2   -0.000110   -0.000000
    6    9    0    2    2    0.000056    0.000000
    6   10    0    1    1    0.000018   -0.000000
    6   10    0    2    1    0.000015    0.000000
    6   10    0    1    2   -0.000039   -0.000000
    6   10    0    2    2    0.000018    0.000000
    6   11    0    1    1   -0.000017   -0.000000
    6   11    0    2    1   -0.000013   -0.000000
    6   11    0    1    2   -0.000009   -0.000000
    6   11    0    2    2   -0.000017    0.000000
    7   -4    0    1    1   -0.000010   -0.000000
    7   -4    0    2    1   -0.000006   -0.000000
    7   -4    0    1    2   -0.000009   -0.000000
    7   -4    0    2    2   -0.000010    0.000000
    7   -3    0    1    1   -0.000038    0.000000
    7   -3    0    2    1    0.000043   -0.000000
    7   -3    0    1    2    0.000079    0.000000
    7   -3    0    2    2   -0.000038   -0.000000
    7   -2    0    1    1    0.000015   -0.000000
    7   -2    0    2    1    0.000046    0.000000
    7   -2    0    1    2    0.000031    0.000000
    7   -2    0    2    2    0.000015    0.000000
    7   -1    0    1    1   -0.000061   -0.000000
    7   -1    0    2    1    0.000039   -0.000000
    7   -1    0    1    2   -0.000038   -0.000000
    7   -1    0    2    2   -0.000060    0.000000
    7    0    0    1    1    0.000024    0.000000
    7    0    0    2    1    0.000015    0.000000
    7    0    0    1    2    0.000027    0.000000
    7    0    0    2    2    0.000024   -0.000000
    7    1    0    1    1    0.000081    0.000000
    7    1    0    2    1   -0.000002   -0.000000
    7    1    0    1    2    0.000039    0.000000
    7    1    0    2    2    0.000081   -0.000000
    7    2    0    1    1   -0.000022    0.000000
    7    2    0    2    1   -0.000167    0.000000
    7    2    0    1    2   -0.000050   -0.000000
    7    2    0    2    2   -0.000022   -0.000000
    7    3    0    1    1    0.000050    0.000000
    7    3    0    2    1   -0.000312    0.000000
    7    3    0    1    2    0.000002    0.000000
    7    3    0    2    2    0.000050   -0.000000
    7    4    0    1    1    0.000050   -0.000000
    7    4    0    2    1   -0.000167   -0.000000
    7    4    0    1    2   -0.000036   -0.000000
    7    4    0    2    2    0.000050    0.000000
    7    5    0    1    1   -0.000022    0.000000
    7    5    0    2    1   -0.000002   -0.000000
    7    5    0    1    2    0.000002   -0.000000
    7    5    0    2    2   -0.000022   -0.000000
    7    6    0    1    1    0.000081    0.000000
    7    6    0    2    1    0.000015    0.000000
    7    6    0    1    2   -0.000050    0.000000
    7    6    0    2    2    0.000081   -0.000000
    7    7    0    1    1    0.000024   -0.000000
    7    7    0    2    1    0.000039   -0.000000
    7    7    0    1    2    0.000039    0.000000
    7    7    0    2    2    0.000024    0.000000
    7    8    0    1    1   -0.000061   -0.000000
    7    8    0    2    1    0.000046    0.000000
    7    8    0    1    2    0.000027   -0.000000
    7    8    0    2    2   -0.000060    0.000000
    7    9    0    1    1    0.000015    0.000000
    7    9    0    2    1    0.000043   -0.000000
    7    9    0    1    2   -0.000038    0.000000
    7    9    0    2    2    0.000015   -0.000000
    7   10    0    1    1   -0.000038   -0.000000
    7   10    0    2    1   -0.000006   -0.000000
    7   10    0    1    2    0.000031    0.000000
    7   10    0    2    2   -0.000038    0.000000
    7   11    0    1    1   -0.000010   -0.000000
    7   11    0    2    1    0.000000    0.000000
    7   11    0    1    2    0.000079   -0.000000
    7   11    0    2    2   -0.000010    0.000000
    8   -2    0    1    1   -0.000039   -0.000000
    8   -2    0    2    1   -0.000036   -0.000000
    8   -2    0    1    2    0.000031    0.000000
    8   -2    0    2    2   -0.000039    0.000000
    8   -1    0    1    1    0.000031   -0.000000
    8   -1    0    2    1    0.000082    0.000000
    8   -1    0    1    2    0.000045   -0.000000
    8   -1    0    2    2    0.000031    0.000000
    8    0    0    1    1   -0.000028   -0.000000
    8    0    0    2    1    0.000027   -0.000000
    8    0    0    1    2   -0.000015    0.000000
    8    0    0    2    2   -0.000028    0.000000
    8    1    0    1    1   -0.000061    0.000000
    8    1    0    2    1    0.000031    0.000000
    8    1    0    1    2    0.000082   -0.000000
    8    1    0    2    2   -0.000060   -0.000000
    8    2    0    1    1    0.000022    0.000000
    8    2    0    2    1    0.000182    0.000000
    8    2    0    1    2    0.000046   -0.000000
    8    2    0    2    2    0.000022   -0.000000
    8    3    0    1    1   -0.000072    0.000000
    8    3    0    2    1    0.000057   -0.000000
    8    3    0    1    2    0.000008   -0.000000
    8    3    0    2    2   -0.000072   -0.000000
    8    4    0    1    1   -0.000035    0.000000
    8    4    0    2    1    0.000057   -0.000000
    8    4    0    1    2    0.000045    0.000000
    8    4    0    2    2   -0.000035   -0.000000
    8    5    0    1    1   -0.000072    0.000000
    8    5    0    2    1    0.000182    0.000000
    8    5    0    1    2    0.000045    0.000000
    8    5    0    2    2   -0.000072   -0.000000
    8    6    0    1    1    0.000022    0.000000
    8    6    0    2    1    0.000031   -0.000000
    8    6    0    1    2    0.000008   -0.000000
    8    6    0    2    2    0.000022   -0.000000
    8    7    0    1    1   -0.000061    0.000000
    8    7    0    2    1    0.000027    0.000000
    8    7    0    1    2    0.000046   -0.000000
    8    7    0    2    2   -0.000060   -0.000000
    8    8    0    1    1   -0.000028   -0.000000
    8    8    0    2    1    0.000082    0.000000
    8    8    0    1    2    0.000082    0.000000
    8    8    0    2    2   -0.000028    0.000000
    8    9    0    1    1    0.000031   -0.000000
    8    9    0    2    1   -0.000036   -0.000000
    8    9    0    1    2   -0.000015    0.000000
    8    9    0    2    2    0.000031    0.000000
    8   10    0    1    1   -0.000039   -0.000000
    8   10    0    2    1   -0.000047    0.000000
    8   10    0    1    2    0.000045   -0.000000
    8   10    0    2    2   -0.000039    0.000000
    9    0    0    1    1    0.000023   -0.000000
    9    0    0    2    1   -0.000015   -0.000000
    9    0    0    1    2   -0.000015    0.000000
    9    0    0    2    2    0.000023   -0.000000
    9    1    0    1    1    0.000031    0.000000
    9    1    0    2    1   -0.000038    0.000000
    9    1    0    1    2   -0.000113   -0.000000
    9    1    0    2    2    0.000031   -0.000000
    9    2    0    1    1    0.000015    0.000000
    9    2    0    2    1   -0.000110   -0.000000
    9    2    0    1    2   -0.000036    0.000000
    9    2    0    2    2    0.000015   -0.000000
    9    3    0    1    1    0.000056    0.000000
    9    3    0    2    1   -0.000020   -0.000000
    9    3    0    1    2    0.000043    0.000000
    9    3    0    2    2    0.000056   -0.000000
    9    4    0    1    1    0.000020    0.000000
    9    4    0    2    1    0.000004    0.000000
    9    4    0    1    2   -0.000026   -0.000000
    9    4    0    2    2    0.000020   -0.000000
    9    5    0    1    1    0.000020   -0.000000
    9    5    0    2    1   -0.000020   -0.000000
    9    5    0    1    2    0.000021   -0.000000
    9    5    0    2    2    0.000020    0.000000
    9    6    0    1    1    0.000056    0.000000
    9    6    0    2    1   -0.000110    0.000000
    9    6    0    1    2   -0.000026   -0.000000
    9    6    0    2    2    0.000056   -0.000000
    9    7    0    1    1    0.000015   -0.000000
    9    7    0    2    1   -0.000038    0.000000
    9    7    0    1    2    0.000043    0.000000
    9    7    0    2    2    0.000015    0.000000
    9    8    0    1    1    0.000031    0.000000
    9    8    0    2    1   -0.000015   -0.000000
    9    8    0    1    2   -0.000036    0.000000
    9    8    0    2    2    0.000031   -0.000000
    9    9    0    1    1    0.000023    0.000000
    9    9    0    2    1   -0.000113    0.000000
    9    9    0    1    2   -0.000113   -0.000000
    9    9    0    2    2    0.000023    0.000000
   10    3    0    1    1   -0.000038   -0.000000
   10    3    0    2    1   -0.000039    0.000000
   10    3    0    1    2   -0.000047   -0.000000
   10    3    0    2    2   -0.000038    0.000000
   10    4    0    1    1    0.000019    0.000000
   10    4    0    2    1   -0.000005   -0.000000
   10    4    0    1    2   -0.000006    0.000000
   10    4    0    2    2    0.000018   -0.000000
   10    5    0    1    1   -0.000008    0.000000
   10    5    0    2    1   -0.000005   -0.000000
   10    5    0    1    2    0.000015   -0.000000
   10    5    0    2    2   -0.000008   -0.000000
   10    6    0    1    1    0.000018    0.000000
   10    6    0    2    1   -0.000039    0.000000
   10    6    0    1    2    0.000015    0.000000
   10    6    0    2    2    0.000018   -0.000000
   10    7    0    1    1   -0.000038    0.000000
   10    7    0    2    1    0.000031   -0.000000
   10    7    0    1    2   -0.000006    0.000000
   10    7    0    2    2   -0.000038   -0.000000
   10    8    0    1    1   -0.000039    0.000000
   10    8    0    2    1    0.000045    0.000000
   10    8    0    1    2   -0.000047   -0.000000
   10    8    0    2    2   -0.000039   -0.000000
   11    5    0    1    1   -0.000017   -0.000000
   11    5    0    2    1    0.000066    0.000000
   11    5    0    1    2    0.000001   -0.000000
   11    5    0    2    2   -0.000017    0.000000
   11    6    0    1    1   -0.000017    0.000000
   11    6    0    2    1   -0.000009   -0.000000
   11    6    0    1    2   -0.000013    0.000000
   11    6    0    2    2   -0.000017   -0.000000
   11    7    0    1    1   -0.000010    0.000000
   11    7    0    2    1    0.000079    0.000000
   11    7    0    1    2    0.000000   -0.000000
   11    7    0    2    2   -0.000010   -0.000000
